payment_sequential,payment_type,payment_installments,payment_value,order_id
1,boleto,1,68.88,52110
1,credit_card,5,175.87,74062
1,boleto,1,293.36,26524
1,credit_card,6,62.59,47408
1,credit_card,2,83.63,68743
1,credit_card,6,87.92,92044
1,credit_card,1,20.03,30820
1,credit_card,5,178.27,86673
1,credit_card,6,267.18,97906
1,credit_card,3,195.0,13785
1,boleto,1,89.93,81187
1,credit_card,1,127.92,70683
1,credit_card,8,366.91,94117
1,credit_card,5,165.7,37066
1,credit_card,3,39.24,39871
1,credit_card,2,141.63,81223
1,boleto,1,222.8,72325
1,credit_card,1,65.0,68095
1,credit_card,10,155.6,97172
1,credit_card,5,135.77,67711
1,credit_card,8,432.26,90997
1,credit_card,1,45.08,29477
1,credit_card,2,29.12,65280
1,credit_card,1,20.3,25876
1,debit_card,1,184.92,58813
1,credit_card,1,241.69,72674
1,credit_card,2,68.87,26989
1,credit_card,9,982.63,25507
1,credit_card,2,165.95,84880
1,credit_card,2,389.07,2003
1,credit_card,1,37.78,89758
1,credit_card,1,88.49,18713
1,credit_card,2,29.22,26934
1,credit_card,3,286.05,72022
1,debit_card,1,43.87,22000
2,voucher,1,100.0,94613
1,credit_card,2,315.84,57190
1,credit_card,1,135.28,58360
1,credit_card,2,157.98,63170
1,credit_card,2,77.61,95188
1,credit_card,10,739.34,56229
1,credit_card,1,90.88,89637
1,credit_card,1,64.11,39676
1,credit_card,4,149.86,45034
1,credit_card,2,94.4,21712
1,boleto,1,30.28,63183
1,credit_card,2,113.34,99141
1,credit_card,1,26.98,98642
1,credit_card,1,28.08,53247
1,credit_card,3,195.95,13057
1,debit_card,1,232.24,7852
1,credit_card,2,50.12,59720
3,voucher,1,14.06,56741
1,voucher,1,59.0,90034
1,credit_card,1,233.92,51112
1,credit_card,10,114.58,45939
1,credit_card,2,81.99,76939
1,credit_card,2,70.14,95441
1,credit_card,2,168.8,44646
1,credit_card,2,136.93,37700
1,credit_card,4,111.35,20006
1,credit_card,10,405.45,18589
1,credit_card,3,46.29,86701
1,credit_card,2,63.99,21293
1,credit_card,8,315.74,8500
1,credit_card,1,135.84,53037
1,credit_card,1,83.25,57849
1,credit_card,1,29.77,81507
1,credit_card,2,135.08,31800
1,credit_card,1,144.49,6874
1,credit_card,2,88.0,92440
1,credit_card,1,98.9,40554
1,credit_card,4,117.85,71514
1,credit_card,4,92.32,9530
1,credit_card,1,154.63,63828
1,credit_card,1,130.85,61243
1,credit_card,3,39.6,56994
1,credit_card,5,429.29,27986
1,credit_card,2,108.41,43808
1,credit_card,10,109.72,20323
1,credit_card,2,123.85,26252
1,credit_card,3,355.08,45569
1,credit_card,1,115.5,45056
1,credit_card,3,1157.66,37370
1,credit_card,8,286.45,8846
1,boleto,1,35.13,57093
1,credit_card,10,165.71,44484
1,credit_card,1,12.75,33779
1,credit_card,6,66.89,33610
1,credit_card,3,32.0,70210
1,credit_card,1,48.0,70924
1,credit_card,1,37.61,11882
1,credit_card,2,113.25,34757
1,boleto,1,62.65,96513
1,credit_card,1,88.72,91373
1,credit_card,4,91.78,47829
1,credit_card,1,72.99,25134
1,credit_card,3,59.64,50503
1,credit_card,3,82.38,2796
1,credit_card,1,46.69,42353
1,credit_card,4,188.06,52907
1,credit_card,1,68.43,71684
1,credit_card,1,95.51,60619
1,credit_card,3,51.93,86100
1,credit_card,10,1472.47,58349
1,credit_card,1,15.39,62963
1,boleto,1,96.43,77259
1,boleto,1,27.3,25384
1,boleto,1,35.77,75721
1,boleto,1,98.85,19545
1,credit_card,2,180.22,6337
1,credit_card,3,301.63,87644
1,credit_card,1,32.23,60918
1,boleto,1,123.81,72103
1,credit_card,1,199.24,38535
1,boleto,1,153.1,18195
1,boleto,1,173.84,83497
1,credit_card,5,77.5,26066
1,credit_card,3,96.05,29383
1,credit_card,10,294.7,56334
1,credit_card,1,171.0,80370
1,credit_card,2,114.44,14771
1,credit_card,4,42.05,10011
1,credit_card,3,49.1,59961
1,credit_card,5,50.0,51748
1,credit_card,2,132.95,79591
1,credit_card,3,183.43,25834
1,credit_card,5,367.57,64167
1,credit_card,10,105.45,73866
1,credit_card,1,94.72,41268
1,boleto,1,43.01,37171
1,credit_card,1,66.13,74274
1,credit_card,1,99.16,47610
1,credit_card,2,139.02,34192
1,credit_card,3,178.89,75513
1,credit_card,2,102.87,47118
1,credit_card,6,112.09,97004
1,boleto,1,187.6,43967
2,voucher,1,213.65,27842
1,credit_card,2,118.35,90434
1,credit_card,1,105.59,96905
1,credit_card,4,96.94,80973
1,credit_card,2,162.55,93578
1,credit_card,1,27.19,12879
1,boleto,1,92.59,42253
1,credit_card,2,87.9,34187
1,credit_card,2,101.13,48029
1,credit_card,1,59.34,9936
1,debit_card,1,157.57,90149
1,credit_card,1,35.0,44220
1,boleto,1,306.79,69755
1,voucher,1,23.29,7413
1,credit_card,2,126.69,10864
1,credit_card,1,92.55,1974
1,credit_card,10,814.37,42348
1,boleto,1,136.08,48825
1,boleto,1,336.24,98875
1,boleto,1,53.19,62962
1,boleto,1,42.27,77396
2,credit_card,2,333.15,68218
1,credit_card,1,35.45,16665
1,credit_card,3,122.88,53741
1,voucher,1,25.26,21173
1,boleto,1,113.62,51514
1,credit_card,1,48.21,31093
1,credit_card,3,157.22,15874
2,voucher,1,61.17,2206
1,boleto,1,37.35,29707
1,credit_card,1,42.01,3988
1,boleto,1,234.46,74815
1,voucher,1,40.1,79337
1,credit_card,5,257.21,69375
2,voucher,1,103.05,52007
1,boleto,1,21.04,46506
1,credit_card,6,106.57,60628
1,credit_card,8,99.04,93306
1,credit_card,3,191.23,53270
1,credit_card,1,72.76,32620
2,voucher,1,53.19,56401
1,boleto,1,57.1,25385
1,credit_card,1,201.75,68053
1,credit_card,5,102.64,13463
29,voucher,1,19.26,25933
1,credit_card,10,520.24,95151
1,credit_card,7,70.89,88814
28,voucher,1,29.05,25933
1,credit_card,1,33.01,60990
1,credit_card,7,176.33,15641
1,credit_card,10,655.09,20881
1,credit_card,1,26.61,92779
1,credit_card,1,63.29,84037
1,credit_card,4,92.02,97636
1,credit_card,4,450.51,98529
1,credit_card,1,145.12,24127
1,credit_card,1,123.52,58274
1,boleto,1,2034.48,6646
1,credit_card,1,309.9,23644
1,boleto,1,35.68,60607
1,credit_card,1,98.29,17030
1,boleto,1,77.51,68780
1,credit_card,3,279.08,30842
1,boleto,1,856.16,99308
1,credit_card,10,243.58,63250
1,boleto,1,27.64,85408
1,credit_card,1,62.37,48174
1,credit_card,1,118.48,96484
25,voucher,1,1.53,77687
1,credit_card,10,354.35,6323
1,credit_card,3,63.55,55510
1,credit_card,2,108.19,30843
1,boleto,1,173.57,91134
1,credit_card,2,140.58,82105
1,credit_card,10,248.29,89029
1,credit_card,2,118.93,75972
1,credit_card,4,86.18,47917
1,boleto,1,42.33,62042
1,credit_card,1,9.99,86436
1,credit_card,4,51.68,33580
1,credit_card,1,159.85,53179
1,boleto,1,36.22,9772
1,credit_card,2,325.89,11350
1,boleto,1,573.51,45026
1,credit_card,3,155.14,58758
1,credit_card,1,65.78,88747
1,credit_card,1,79.58,62633
1,boleto,1,67.62,26015
1,credit_card,4,154.12,34915
1,credit_card,1,65.09,39669
1,boleto,1,743.27,5733
1,credit_card,2,82.67,83157
1,voucher,1,196.57,76528
1,credit_card,2,41.06,91010
1,credit_card,6,116.36,81911
1,credit_card,2,131.7,91196
1,credit_card,3,47.32,3289
1,credit_card,3,162.44,62082
1,credit_card,1,70.07,97698
1,credit_card,2,26.76,72108
1,credit_card,10,361.25,48639
1,credit_card,3,394.52,96241
1,credit_card,1,105.84,55095
1,credit_card,3,114.66,79178
1,credit_card,10,726.89,58960
2,credit_card,5,235.98,14776
1,credit_card,2,128.6,60200
1,credit_card,1,15.63,37983
1,credit_card,5,153.9,46163
1,credit_card,10,868.19,29796
1,credit_card,1,56.57,11406
1,boleto,1,21.04,906
1,credit_card,5,172.3,41216
1,credit_card,4,236.54,58875
1,credit_card,3,157.81,77761
1,credit_card,1,46.22,58625
1,credit_card,1,67.85,71159
1,credit_card,1,30.86,22269
1,credit_card,4,49.55,50590
1,boleto,1,133.46,55564
1,credit_card,3,187.57,24
1,boleto,1,129.87,46933
1,credit_card,4,182.86,53297
1,boleto,1,440.73,91162
1,credit_card,4,137.28,81205
1,credit_card,1,58.37,93532
1,credit_card,4,43.09,94263
1,credit_card,2,77.97,15375
1,credit_card,1,35.7,25685
1,credit_card,2,165.12,89497
1,credit_card,5,115.35,20274
5,voucher,1,22.23,9720
1,voucher,1,20.0,23574
1,credit_card,6,60.11,97019
1,credit_card,2,185.11,21445
1,credit_card,6,64.23,95103
1,boleto,1,80.09,95818
1,credit_card,10,251.82,1087
1,voucher,1,72.71,31853
1,credit_card,10,207.63,12673
1,credit_card,2,134.42,52826
1,credit_card,2,143.28,69789
1,credit_card,3,99.43,72516
1,credit_card,6,185.88,85906
1,credit_card,3,38.94,96192
1,boleto,1,492.84,56519
4,voucher,1,30.0,1527
1,boleto,1,93.78,85466
1,credit_card,1,74.17,88504
1,credit_card,10,264.86,91859
1,credit_card,2,170.19,5060
1,credit_card,10,166.23,76117
1,credit_card,1,73.34,1430
2,voucher,1,133.98,59908
1,boleto,1,213.75,57143
1,credit_card,4,94.84,14500
1,boleto,1,111.43,57908
1,boleto,1,46.9,98352
1,credit_card,5,163.8,52354
1,boleto,1,139.47,62093
1,credit_card,8,84.62,66775
1,boleto,1,173.88,74564
1,boleto,1,957.42,34834
1,boleto,1,192.64,58320
1,boleto,1,55.69,56561
1,boleto,1,188.6,88126
1,credit_card,3,32.0,48175
1,credit_card,1,233.45,97421
1,voucher,1,196.41,28176
1,credit_card,1,69.07,73135
1,credit_card,4,217.59,45157
1,credit_card,10,400.44,75383
1,credit_card,2,113.62,75491
1,boleto,1,146.02,68559
1,credit_card,5,57.69,59491
1,credit_card,8,163.79,42153
1,boleto,1,44.29,28270
1,credit_card,1,74.77,80262
1,credit_card,1,38.96,32240
1,credit_card,10,975.44,82935
1,boleto,1,79.99,31197
1,boleto,1,167.32,26209
1,credit_card,5,1963.14,43557
1,credit_card,1,69.9,6137
1,credit_card,12,168.04,40241
1,credit_card,1,59.89,87853
1,credit_card,3,77.23,85374
1,credit_card,8,84.3,71357
1,credit_card,6,75.19,81685
1,boleto,1,504.51,62578
1,credit_card,1,74.67,4452
2,credit_card,3,100.0,56849
1,credit_card,1,53.48,50129
1,boleto,1,236.92,28443
1,boleto,1,28.41,2112
1,credit_card,4,165.02,39437
1,credit_card,1,74.17,21397
1,credit_card,2,71.14,69424
1,credit_card,5,50.99,82878
1,credit_card,1,36.24,56231
1,credit_card,10,424.4,88132
1,credit_card,2,144.07,10331
1,credit_card,2,105.18,14923
1,credit_card,10,102.56,2450
1,boleto,1,99.9,33349
1,credit_card,3,55.0,83453
1,credit_card,5,72.14,3935
1,credit_card,1,59.24,68561
1,credit_card,1,181.94,37554
1,credit_card,10,218.54,36421
1,boleto,1,73.86,64198
1,credit_card,3,39.6,94156
1,boleto,1,308.61,11098
1,credit_card,5,308.64,48933
1,credit_card,1,38.42,14543
1,boleto,1,110.91,46632
1,credit_card,1,50.75,7079
1,credit_card,8,152.65,68993
1,credit_card,3,710.7,59682
1,credit_card,4,105.95,12693
1,credit_card,1,60.0,59559
1,credit_card,1,172.87,11474
1,boleto,1,190.37,91286
1,credit_card,4,42.42,93203
1,credit_card,9,98.72,46195
1,boleto,1,97.78,41806
1,credit_card,2,92.06,80840
1,credit_card,2,266.4,56853
1,credit_card,2,43.24,3600
1,credit_card,4,44.38,40589
1,boleto,1,75.53,78464
2,voucher,1,50.0,86815
1,credit_card,8,636.98,43621
1,credit_card,8,277.25,12185
11,voucher,1,21.68,30139
1,credit_card,8,166.63,96791
1,boleto,1,45.61,68582
1,credit_card,3,44.37,356
1,credit_card,2,174.08,71774
2,voucher,1,65.4,27716
1,boleto,1,229.11,41506
1,credit_card,4,63.01,86355
1,credit_card,1,31.38,95207
2,voucher,1,123.38,83826
1,boleto,1,59.6,44354
1,credit_card,2,609.66,48608
1,credit_card,5,77.06,35256
1,credit_card,6,262.13,6239
1,credit_card,2,44.79,15185
1,credit_card,5,225.01,79639
1,credit_card,1,36.7,20108
1,credit_card,3,163.46,76839
1,credit_card,2,119.96,13612
1,debit_card,1,238.63,21628
1,debit_card,1,27.37,88904
1,credit_card,1,161.04,56877
1,credit_card,10,109.26,73825
1,credit_card,1,317.4,58628
1,credit_card,3,110.3,81204
1,credit_card,1,28.18,9137
1,credit_card,10,282.98,38192
1,credit_card,6,130.59,92145
1,credit_card,10,217.76,66741
1,boleto,1,85.6,86684
1,credit_card,6,62.82,61770
1,boleto,1,369.96,57802
1,credit_card,10,132.95,82599
1,credit_card,1,282.14,19237
1,credit_card,8,1006.87,74317
1,credit_card,1,86.95,49204
1,boleto,1,125.94,47581
1,credit_card,1,45.56,23108
1,credit_card,6,228.28,17582
1,credit_card,7,92.21,22357
1,credit_card,3,138.06,35013
1,credit_card,2,255.42,41941
1,credit_card,2,101.29,17902
1,boleto,1,23.85,14366
1,credit_card,1,88.37,78456
1,boleto,1,116.85,56254
1,boleto,1,188.68,61029
1,boleto,1,106.81,22664
3,voucher,1,11.65,90575
1,credit_card,3,208.18,14427
1,credit_card,10,948.35,40695
1,boleto,1,168.51,45282
1,credit_card,4,159.62,8720
1,credit_card,2,28.59,78430
1,credit_card,10,1166.43,1524
1,credit_card,4,196.67,85889
1,credit_card,3,31.77,38826
1,credit_card,1,74.64,41956
1,boleto,1,93.7,96454
1,boleto,1,93.81,3091
1,credit_card,10,216.64,14573
1,credit_card,1,85.14,59880
1,credit_card,8,515.93,15981
1,credit_card,1,57.43,17739
1,credit_card,1,138.46,85955
1,credit_card,7,163.89,60467
1,credit_card,10,455.01,4639
1,credit_card,6,88.9,78793
1,credit_card,5,224.31,39556
1,credit_card,8,178.24,49351
1,boleto,1,77.06,63053
1,credit_card,2,364.69,27646
2,voucher,1,100.0,30820
1,credit_card,1,327.96,64510
1,boleto,1,128.25,69576
1,credit_card,10,226.24,82865
1,credit_card,1,124.13,46554
1,debit_card,1,514.52,6658
1,credit_card,1,80.2,3107
1,boleto,1,121.7,21948
1,credit_card,1,13.41,7261
1,credit_card,1,63.05,91586
1,boleto,1,122.83,12661
1,credit_card,5,82.55,65189
5,voucher,1,17.14,41472
1,credit_card,9,408.12,12577
1,credit_card,1,42.59,19317
1,credit_card,10,131.46,46083
1,boleto,1,202.85,46652
1,credit_card,2,29.68,38042
1,credit_card,1,45.01,97250
1,credit_card,1,47.59,94368
1,credit_card,5,116.65,73192
1,credit_card,8,212.83,72334
1,credit_card,2,171.03,16758
1,credit_card,3,68.34,83196
1,credit_card,1,151.49,12122
1,boleto,1,70.25,88381
1,credit_card,2,152.24,7812
1,credit_card,1,49.32,73806
1,credit_card,3,58.94,39898
1,credit_card,1,70.26,74841
1,credit_card,2,71.63,40679
1,boleto,1,53.1,90209
1,credit_card,6,315.84,850
1,credit_card,1,56.78,96978
3,voucher,1,10.63,41461
1,credit_card,2,122.47,95674
1,credit_card,7,70.14,62168
1,credit_card,6,156.18,60013
1,credit_card,8,238.15,97827
1,credit_card,1,78.64,5185
1,credit_card,8,329.76,83394
1,credit_card,1,176.12,82936
1,boleto,1,252.1,71954
1,credit_card,6,125.56,98183
1,credit_card,10,170.85,47874
1,boleto,1,207.4,17551
7,voucher,1,3.48,54267
1,credit_card,1,83.34,58304
1,credit_card,1,33.77,71466
1,credit_card,7,96.8,75138
1,credit_card,5,54.1,78185
1,credit_card,8,234.46,46704
1,credit_card,2,118.93,12031
1,credit_card,1,130.18,26768
1,credit_card,1,32.09,97991
1,credit_card,1,182.83,48984
1,credit_card,4,40.09,54357
1,credit_card,1,76.39,75596
1,credit_card,1,36.69,25419
1,boleto,1,153.2,11142
1,credit_card,6,67.18,39787
1,credit_card,4,664.17,20392
1,credit_card,2,155.16,39392
1,debit_card,1,1562.57,31466
1,credit_card,1,191.18,59344
1,credit_card,2,155.29,28370
1,boleto,1,81.12,79712
1,credit_card,1,191.38,63150
1,boleto,1,50.1,57503
1,credit_card,1,61.84,95445
1,credit_card,1,223.24,54594
1,credit_card,1,66.01,47631
1,boleto,1,120.9,98379
1,credit_card,2,400.44,42981
1,credit_card,1,54.0,63702
1,credit_card,1,37.94,63627
1,credit_card,1,70.27,87475
5,voucher,1,20.0,78765
1,credit_card,15,246.23,20721
1,credit_card,2,139.09,45154
1,boleto,1,124.02,58909
1,credit_card,1,321.82,77072
1,credit_card,6,313.84,97487
1,credit_card,1,119.48,55711
1,credit_card,3,32.09,4016
1,boleto,1,133.38,62628
1,credit_card,6,127.54,30614
1,credit_card,4,139.09,77886
1,credit_card,6,62.27,58766
1,credit_card,5,107.06,41924
1,boleto,1,72.93,79673
1,credit_card,4,90.28,13495
1,credit_card,3,97.9,58242
1,credit_card,1,49.75,5275
1,boleto,1,33.23,11066
6,voucher,1,2.16,93026
1,boleto,1,137.16,41526
1,credit_card,1,62.13,25218
1,credit_card,1,88.59,46980
1,boleto,1,145.5,53403
1,credit_card,1,33.28,17940
1,credit_card,4,227.6,13051
1,credit_card,1,35.13,75067
1,credit_card,5,59.09,62958
1,credit_card,2,225.21,59388
1,boleto,1,75.25,14599
1,credit_card,1,18.89,6543
1,boleto,1,39.08,51257
1,credit_card,3,138.08,4608
1,boleto,1,53.48,69145
1,credit_card,1,47.38,23722
1,credit_card,4,40.01,13508
1,boleto,1,138.52,58164
1,credit_card,1,15.38,16426
1,credit_card,2,244.26,6597
1,credit_card,4,696.61,30336
1,credit_card,2,150.34,67768
1,credit_card,1,104.39,71095
1,credit_card,4,135.08,5105
1,credit_card,3,39.36,41163
1,voucher,1,225.33,81524
1,credit_card,3,219.89,27710
1,credit_card,1,131.26,15289
1,boleto,1,175.87,80620
1,credit_card,1,0.73,45208
1,credit_card,5,146.56,16269
1,credit_card,7,71.43,14122
1,credit_card,8,117.16,26156
1,credit_card,7,76.76,33124
1,credit_card,6,68.12,86771
1,boleto,1,201.85,37262
1,credit_card,8,643.33,41653
1,credit_card,2,116.94,81955
1,debit_card,1,126.9,36807
1,credit_card,1,201.84,50152
1,credit_card,3,119.48,16963
1,credit_card,3,156.06,43864
1,boleto,1,189.72,48492
1,credit_card,6,264.09,68240
1,credit_card,6,163.24,23099
1,voucher,1,15.04,15664
1,credit_card,2,171.32,65212
1,credit_card,4,916.02,489
1,credit_card,4,41.69,31111
1,credit_card,10,192.35,67277
1,credit_card,5,106.07,40175
1,credit_card,1,158.55,80116
1,credit_card,6,139.01,94617
1,credit_card,5,53.09,61890
1,credit_card,2,69.84,21927
1,boleto,1,134.83,2573
1,credit_card,2,27.29,48316
1,boleto,1,163.79,46176
1,credit_card,15,437.26,51522
1,credit_card,1,51.84,33444
1,credit_card,1,14.62,21396
1,credit_card,1,40.09,25848
1,boleto,1,37.09,22828
1,credit_card,8,169.09,37740
1,credit_card,1,79.51,79728
1,credit_card,8,211.77,82342
1,credit_card,9,473.36,90329
1,credit_card,1,54.93,19497
1,boleto,1,229.53,51941
1,boleto,1,174.35,85786
2,voucher,1,95.52,87341
1,credit_card,3,34.22,15283
1,credit_card,1,60.62,64581
1,credit_card,8,211.89,38916
1,credit_card,8,197.52,9234
1,credit_card,2,56.6,4700
1,boleto,1,72.43,13517
1,voucher,1,56.39,14438
1,credit_card,4,42.27,33174
1,boleto,1,68.62,40561
1,credit_card,5,117.96,77397
1,credit_card,8,396.73,22845
1,debit_card,1,290.15,81970
1,credit_card,6,71.53,82044
1,credit_card,3,203.31,85421
1,credit_card,8,371.23,66127
1,boleto,1,105.54,21347
1,credit_card,3,340.47,76807
1,credit_card,3,191.93,71554
1,credit_card,10,1783.7,75831
1,credit_card,8,669.3,44256
2,voucher,1,9.2,27661
1,credit_card,6,92.34,54182
8,voucher,1,8.88,46415
1,credit_card,2,141.97,97820
1,credit_card,1,59.42,21944
1,credit_card,1,54.55,80992
1,credit_card,3,151.7,29714
2,voucher,1,100.0,24720
1,credit_card,3,62.25,7974
1,credit_card,1,363.2,49694
1,credit_card,10,340.49,90810
1,credit_card,1,58.13,66854
1,boleto,1,172.45,34817
1,credit_card,1,170.84,31457
1,credit_card,1,62.38,2227
2,voucher,1,64.18,40670
1,boleto,1,37.05,43784
1,boleto,1,290.37,79895
1,credit_card,1,150.09,49922
1,credit_card,1,61.93,57089
1,credit_card,2,122.27,37635
1,credit_card,4,40.22,85057
1,credit_card,2,64.23,30829
2,voucher,1,20.68,55054
1,credit_card,5,227.27,39918
1,boleto,1,41.22,72960
1,credit_card,7,175.82,22709
2,voucher,1,12.63,7971
1,credit_card,3,298.3,25331
1,credit_card,1,32.38,84872
1,credit_card,1,93.21,56191
1,boleto,1,108.41,17350
1,credit_card,1,62.98,89532
1,credit_card,1,70.93,77794
1,credit_card,2,108.07,23738
1,credit_card,4,213.96,90308
1,boleto,1,107.01,5889
1,boleto,1,77.94,81415
1,boleto,1,193.14,31614
1,credit_card,1,23.39,37150
1,credit_card,3,64.48,6014
1,credit_card,2,79.56,40461
1,credit_card,5,220.04,67088
1,credit_card,5,130.01,44839
1,credit_card,8,223.76,74812
1,boleto,1,158.22,51815
1,credit_card,1,32.08,31460
1,credit_card,1,80.56,16881
1,boleto,1,122.0,84339
1,boleto,1,75.07,91969
1,credit_card,4,366.65,40567
1,debit_card,1,328.75,39216
1,boleto,1,102.05,97159
1,credit_card,2,100.53,7575
1,credit_card,10,391.68,68702
1,credit_card,2,48.69,75954
1,credit_card,3,76.76,90527
1,credit_card,3,70.66,84424
1,credit_card,1,441.17,35791
1,credit_card,3,39.68,62594
1,credit_card,5,257.56,83561
1,boleto,1,52.68,53908
1,credit_card,1,60.23,81076
1,boleto,1,57.43,88006
1,boleto,1,48.28,33286
1,credit_card,10,120.05,46960
1,credit_card,1,113.62,55960
1,credit_card,5,94.21,55954
1,credit_card,2,89.27,42173
1,credit_card,1,133.11,25053
1,debit_card,1,80.1,44917
1,boleto,1,253.06,21455
1,credit_card,3,74.82,72055
2,voucher,1,96.98,78148
1,boleto,1,167.8,59151
1,credit_card,10,112.71,42390
1,credit_card,3,153.9,24138
1,credit_card,1,94.77,55478
1,credit_card,3,350.02,51094
1,boleto,1,79.29,6132
1,credit_card,1,143.61,99043
1,credit_card,1,85.73,59138
1,boleto,1,234.46,72619
1,credit_card,8,247.85,70629
1,credit_card,1,87.64,29466
1,credit_card,5,133.84,65146
1,credit_card,3,102.53,96235
1,credit_card,2,20.83,12078
1,credit_card,1,54.78,87120
1,credit_card,1,235.83,629
1,credit_card,10,158.48,92026
1,boleto,1,20.55,2399
1,credit_card,4,171.32,47376
1,credit_card,3,154.29,51958
1,credit_card,10,157.11,44478
1,boleto,1,43.41,78619
2,voucher,1,25.0,48920
1,credit_card,10,112.4,57042
1,boleto,1,74.31,15592
1,credit_card,1,48.34,70553
1,credit_card,1,167.2,38372
1,credit_card,2,163.71,37798
1,credit_card,4,117.58,97869
1,credit_card,2,245.82,42150
2,voucher,1,20.84,90907
1,credit_card,1,57.5,4585
1,credit_card,3,368.6,51678
1,boleto,1,115.9,55304
1,credit_card,7,159.62,77848
1,credit_card,6,138.36,30403
1,credit_card,1,101.73,77890
1,credit_card,1,174.36,67135
1,credit_card,6,96.32,79878
1,boleto,1,116.36,93178
1,credit_card,3,152.73,98401
2,voucher,1,139.29,21387
1,credit_card,1,224.17,79308
1,boleto,1,97.38,98424
1,credit_card,6,133.13,43136
1,boleto,1,832.0,77976
1,credit_card,6,660.41,23436
1,credit_card,2,45.8,81975
1,credit_card,5,94.06,16049
1,credit_card,2,53.23,32403
1,credit_card,6,168.29,28217
1,credit_card,1,73.34,30636
1,credit_card,4,738.57,73835
1,credit_card,8,1818.23,53766
1,credit_card,1,55.1,6450
1,boleto,1,1239.94,79814
1,credit_card,5,111.54,38876
1,credit_card,2,182.29,75022
1,credit_card,3,73.06,91974
1,boleto,1,199.27,48627
2,voucher,1,7.25,20790
1,credit_card,2,118.58,94905
1,credit_card,2,332.8,73085
1,credit_card,3,110.72,20362
1,boleto,1,94.52,56461
1,credit_card,8,91.2,90060
1,credit_card,1,307.68,600
1,credit_card,6,372.16,30880
1,credit_card,6,269.97,1298
1,boleto,1,148.97,60202
1,credit_card,5,151.91,64418
1,credit_card,3,214.05,57107
1,credit_card,8,647.54,43039
1,credit_card,1,55.0,8432
1,boleto,1,53.53,3456
1,credit_card,5,494.66,64504
1,boleto,1,64.57,24403
1,credit_card,2,149.66,26755
1,boleto,1,1535.22,43142
1,credit_card,1,28.78,36657
1,credit_card,4,114.81,87673
1,credit_card,4,103.6,13348
1,credit_card,1,68.93,24762
2,credit_card,5,83.15,86834
1,credit_card,3,235.06,42811
1,credit_card,1,50.71,45027
1,boleto,1,110.07,55596
1,credit_card,2,118.64,41318
1,credit_card,1,0.6,89414
1,credit_card,1,54.59,27800
1,credit_card,3,103.26,57734
1,boleto,1,1937.64,74619
1,credit_card,3,33.71,57932
2,voucher,1,30.32,2751
1,credit_card,2,163.97,87147
1,boleto,1,43.18,31112
1,credit_card,2,171.44,37968
1,credit_card,8,236.28,76494
1,credit_card,10,395.28,68601
1,boleto,1,77.82,62545
1,credit_card,1,726.76,73699
1,credit_card,3,53.01,22934
1,boleto,1,142.24,66389
1,credit_card,5,165.71,85502
1,credit_card,1,147.97,42901
1,credit_card,1,57.23,22479
1,voucher,1,66.77,65599
1,credit_card,1,45.31,34560
1,credit_card,1,27.64,31553
1,credit_card,2,26.11,43042
1,credit_card,5,103.88,31796
1,credit_card,4,216.07,82923
1,credit_card,7,143.24,48540
1,voucher,1,4.95,36523
1,credit_card,8,99.11,84537
1,credit_card,2,117.36,67562
1,credit_card,1,41.85,45168
1,credit_card,1,102.56,16466
1,credit_card,1,70.67,9266
1,credit_card,1,69.17,94208
1,boleto,1,42.58,6951
1,credit_card,2,42.38,28062
1,credit_card,3,233.83,5532
1,credit_card,2,70.95,3520
1,credit_card,1,117.75,68003
1,credit_card,4,264.6,6380
1,credit_card,3,70.25,25909
1,debit_card,1,61.92,60012
1,boleto,1,37.1,22777
1,credit_card,1,63.1,87094
1,credit_card,10,167.74,22679
1,credit_card,1,31.1,43882
1,boleto,1,168.51,52132
1,credit_card,5,408.1,52919
1,boleto,1,90.14,36404
1,credit_card,1,97.8,41117
1,credit_card,8,82.33,44688
1,credit_card,5,142.05,83447
1,credit_card,1,67.63,11169
1,credit_card,2,113.0,72739
1,credit_card,1,380.08,61534
1,boleto,1,137.07,61204
1,credit_card,1,56.39,47900
1,credit_card,3,108.51,29490
1,credit_card,2,29.78,28049
1,credit_card,2,65.0,50813
1,credit_card,1,71.53,52705
1,credit_card,4,45.83,42891
1,boleto,1,92.99,88685
1,credit_card,6,783.26,21438
1,credit_card,1,61.1,7537
1,credit_card,1,51.17,62064
1,credit_card,6,141.65,7424
1,credit_card,3,167.2,18539
1,boleto,1,125.12,1934
1,credit_card,1,40.23,23014
1,credit_card,6,238.7,79705
1,credit_card,1,97.92,39068
1,credit_card,10,892.9,32530
1,boleto,1,60.1,84401
1,credit_card,5,204.06,44428
1,credit_card,1,31.77,69229
1,credit_card,1,44.42,27000
1,credit_card,5,279.15,85696
1,credit_card,5,55.54,16658
1,credit_card,1,63.74,22124
1,credit_card,4,244.81,88732
1,credit_card,3,65.94,12628
1,credit_card,1,68.89,45135
1,credit_card,4,108.81,43514
1,credit_card,2,66.67,64918
1,boleto,1,59.12,21989
1,boleto,1,305.08,19398
1,credit_card,1,160.76,20272
1,credit_card,10,346.74,49421
1,credit_card,1,65.6,39648
1,boleto,1,435.47,97597
1,credit_card,8,119.8,59616
1,credit_card,5,58.74,42991
1,credit_card,1,38.86,42882
1,boleto,1,353.51,76199
12,voucher,1,4.39,17362
