product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_id
telefonia,33.0,119.0,1.0,250.0,19.0,4.0,11.0,19489
construcao_ferramentas_construcao,54.0,678.0,3.0,23300.0,65.0,58.0,37.0,19490
esporte_lazer,42.0,1599.0,1.0,3800.0,34.0,22.0,22.0,19491
bebes,55.0,704.0,4.0,5650.0,60.0,20.0,50.0,19492
brinquedos,41.0,528.0,3.0,1300.0,16.0,34.0,52.0,19493
beleza_saude,58.0,2398.0,1.0,3100.0,20.0,20.0,16.0,19494
esporte_lazer,56.0,1860.0,1.0,200.0,17.0,12.0,15.0,19495
brinquedos,38.0,436.0,1.0,550.0,28.0,6.0,15.0,19496
moveis_decoracao,60.0,1141.0,4.0,1200.0,60.0,22.0,16.0,19497
cool_stuff,55.0,410.0,2.0,1150.0,36.0,16.0,24.0,19498
esporte_lazer,48.0,1062.0,3.0,400.0,22.0,12.0,17.0,19499
moveis_decoracao,29.0,1698.0,1.0,3500.0,55.0,5.0,40.0,19500
perfumaria,36.0,520.0,1.0,7650.0,60.0,50.0,16.0,19501
ferramentas_jardim,46.0,512.0,2.0,1488.0,28.0,24.0,22.0,19502
papelaria,23.0,462.0,3.0,800.0,32.0,44.0,13.0,19503
cama_mesa_banho,57.0,158.0,1.0,1900.0,38.0,10.0,33.0,19504
alimentos_bebidas,39.0,920.0,1.0,350.0,21.0,10.0,15.0,19505
beleza_saude,50.0,533.0,1.0,700.0,27.0,9.0,18.0,19506
construcao_ferramentas_seguranca,54.0,1684.0,3.0,200.0,17.0,7.0,17.0,19507
,,,,400.0,16.0,2.0,11.0,19508
relogios_presentes,60.0,539.0,9.0,250.0,16.0,2.0,11.0,19509
esporte_lazer,43.0,1362.0,3.0,150.0,20.0,8.0,16.0,19510
ferramentas_jardim,54.0,683.0,3.0,6300.0,37.0,15.0,37.0,19511
perfumaria,27.0,755.0,1.0,85.0,17.0,7.0,13.0,19512
moveis_decoracao,46.0,381.0,2.0,300.0,27.0,13.0,16.0,19513
automotivo,56.0,788.0,4.0,200.0,20.0,6.0,13.0,19514
instrumentos_musicais,59.0,761.0,2.0,7550.0,37.0,23.0,38.0,19515
,,,,250.0,16.0,2.0,11.0,19516
relogios_presentes,59.0,488.0,2.0,250.0,16.0,11.0,11.0,19517
papelaria,54.0,231.0,1.0,150.0,17.0,6.0,11.0,19518
automotivo,58.0,492.0,3.0,100.0,24.0,2.0,17.0,19519
fashion_calcados,54.0,404.0,2.0,800.0,22.0,12.0,33.0,19520
perfumaria,57.0,663.0,2.0,1000.0,18.0,10.0,20.0,19521
ferramentas_jardim,47.0,730.0,2.0,6000.0,44.0,28.0,25.0,19522
beleza_saude,47.0,716.0,1.0,1583.0,22.0,15.0,14.0,19523
relogios_presentes,49.0,570.0,2.0,200.0,16.0,11.0,12.0,19524
utilidades_domesticas,47.0,375.0,1.0,350.0,19.0,20.0,19.0,19525
telefonia,36.0,520.0,1.0,99.0,21.0,3.0,14.0,19526
sinalizacao_e_seguranca,26.0,698.0,1.0,300.0,31.0,4.0,15.0,19527
moveis_decoracao,48.0,723.0,1.0,1400.0,30.0,11.0,21.0,19528
eletronicos,47.0,425.0,1.0,1450.0,48.0,5.0,12.0,19529
telefonia,56.0,501.0,3.0,125.0,19.0,4.0,11.0,19530
cama_mesa_banho,55.0,184.0,2.0,350.0,50.0,8.0,40.0,19531
esporte_lazer,60.0,2214.0,1.0,4100.0,16.0,10.0,16.0,19532
alimentos_bebidas,35.0,246.0,1.0,300.0,16.0,2.0,12.0,19533
utilidades_domesticas,31.0,137.0,1.0,150.0,18.0,9.0,16.0,19534
bebes,48.0,985.0,3.0,200.0,70.0,15.0,50.0,19535
pet_shop,28.0,2161.0,1.0,700.0,30.0,10.0,20.0,19536
beleza_saude,56.0,966.0,5.0,175.0,16.0,10.0,18.0,19537
,,,,250.0,17.0,14.0,16.0,19538
pet_shop,54.0,1069.0,2.0,2000.0,50.0,20.0,40.0,19539
beleza_saude,50.0,833.0,1.0,1525.0,25.0,16.0,18.0,19540
fashion_bolsas_e_acessorios,47.0,567.0,5.0,100.0,20.0,4.0,13.0,19541
beleza_saude,17.0,577.0,1.0,130.0,16.0,11.0,13.0,19542
utilidades_domesticas,63.0,497.0,1.0,9950.0,47.0,20.0,60.0,19543
moveis_decoracao,58.0,454.0,2.0,467.0,47.0,4.0,35.0,19544
telefonia,43.0,292.0,2.0,270.0,16.0,14.0,11.0,19545
brinquedos,16.0,992.0,1.0,1750.0,35.0,20.0,35.0,19546
cama_mesa_banho,55.0,555.0,1.0,650.0,16.0,10.0,16.0,19547
beleza_saude,22.0,1263.0,1.0,1267.0,20.0,19.0,14.0,19548
telefonia,38.0,393.0,2.0,100.0,19.0,3.0,11.0,19549
perfumaria,45.0,615.0,1.0,100.0,16.0,5.0,11.0,19550
beleza_saude,55.0,841.0,1.0,1300.0,16.0,16.0,16.0,19551
informatica_acessorios,58.0,577.0,2.0,1400.0,22.0,9.0,16.0,19552
cama_mesa_banho,60.0,715.0,1.0,1200.0,28.0,5.0,20.0,19553
esporte_lazer,39.0,55.0,1.0,300.0,25.0,25.0,25.0,19554
eletronicos,48.0,1337.0,2.0,167.0,16.0,3.0,11.0,19555
eletrodomesticos,48.0,523.0,1.0,50.0,27.0,13.0,17.0,19556
beleza_saude,60.0,1709.0,1.0,2400.0,17.0,32.0,11.0,19557
livros_interesse_geral,57.0,1043.0,1.0,1200.0,30.0,4.0,20.0,19558
cama_mesa_banho,37.0,1372.0,1.0,1400.0,45.0,8.0,35.0,19559
moveis_decoracao,60.0,449.0,2.0,1100.0,30.0,30.0,30.0,19560
moveis_decoracao,50.0,1722.0,1.0,1200.0,53.0,8.0,11.0,19561
beleza_saude,28.0,686.0,1.0,1200.0,30.0,12.0,16.0,19562
telefonia,52.0,865.0,3.0,300.0,20.0,15.0,15.0,19563
telefonia,61.0,992.0,1.0,600.0,23.0,6.0,15.0,19564
alimentos,35.0,567.0,4.0,225.0,21.0,9.0,14.0,19565
cama_mesa_banho,31.0,390.0,1.0,300.0,16.0,10.0,11.0,19566
esporte_lazer,57.0,1949.0,1.0,350.0,21.0,26.0,21.0,19567
esporte_lazer,46.0,408.0,1.0,2050.0,28.0,22.0,20.0,19568
moveis_decoracao,32.0,394.0,5.0,2003.0,37.0,27.0,24.0,19569
eletronicos,53.0,2144.0,3.0,1150.0,20.0,5.0,18.0,19570
casa_conforto,57.0,337.0,3.0,3800.0,45.0,15.0,35.0,19571
cama_mesa_banho,44.0,452.0,1.0,1550.0,35.0,10.0,45.0,19572
papelaria,54.0,318.0,4.0,1350.0,38.0,30.0,28.0,19573
beleza_saude,35.0,1294.0,1.0,2400.0,55.0,40.0,50.0,19574
esporte_lazer,57.0,58.0,3.0,4800.0,20.0,40.0,30.0,19575
perfumaria,55.0,784.0,1.0,555.0,24.0,8.0,15.0,19576
cama_mesa_banho,62.0,702.0,1.0,2676.0,42.0,16.0,36.0,19577
relogios_presentes,60.0,888.0,7.0,600.0,19.0,8.0,14.0,19578
moveis_decoracao,55.0,894.0,1.0,1850.0,34.0,34.0,11.0,19579
construcao_ferramentas_seguranca,58.0,787.0,5.0,1500.0,20.0,20.0,20.0,19580
beleza_saude,42.0,740.0,1.0,2000.0,30.0,12.0,16.0,19581
perfumaria,29.0,616.0,1.0,426.0,18.0,14.0,14.0,19582
esporte_lazer,51.0,239.0,2.0,1050.0,60.0,15.0,15.0,19583
esporte_lazer,60.0,1341.0,5.0,7050.0,20.0,15.0,82.0,19584
esporte_lazer,51.0,686.0,1.0,1067.0,24.0,23.0,23.0,19585
esporte_lazer,28.0,519.0,1.0,350.0,22.0,15.0,22.0,19586
moveis_decoracao,63.0,398.0,1.0,3050.0,40.0,15.0,35.0,19587
esporte_lazer,57.0,220.0,3.0,1150.0,90.0,10.0,15.0,19588
informatica_acessorios,52.0,2295.0,4.0,900.0,16.0,6.0,11.0,19589
brinquedos,51.0,862.0,4.0,400.0,20.0,25.0,20.0,19590
beleza_saude,51.0,951.0,1.0,178.0,18.0,11.0,17.0,19591
beleza_saude,58.0,1560.0,1.0,200.0,16.0,4.0,16.0,19592
esporte_lazer,54.0,291.0,1.0,400.0,22.0,15.0,22.0,19593
pet_shop,54.0,485.0,2.0,150.0,27.0,9.0,27.0,19594
esporte_lazer,25.0,1418.0,4.0,100.0,16.0,6.0,11.0,19595
utilidades_domesticas,58.0,1135.0,1.0,16950.0,43.0,68.0,41.0,19596
moveis_escritorio,29.0,2524.0,1.0,14050.0,58.0,28.0,58.0,19597
construcao_ferramentas_seguranca,58.0,3306.0,1.0,600.0,20.0,20.0,20.0,19598
eletronicos,46.0,730.0,1.0,550.0,30.0,20.0,30.0,19599
moveis_decoracao,58.0,1969.0,2.0,3000.0,69.0,11.0,11.0,19600
moveis_decoracao,37.0,734.0,4.0,1600.0,38.0,18.0,21.0,19601
cama_mesa_banho,58.0,125.0,1.0,1750.0,35.0,15.0,25.0,19602
beleza_saude,39.0,453.0,1.0,725.0,21.0,23.0,16.0,19603
moveis_decoracao,60.0,2000.0,3.0,1450.0,69.0,11.0,11.0,19604
esporte_lazer,46.0,553.0,2.0,500.0,31.0,10.0,35.0,19605
utilidades_domesticas,55.0,1725.0,1.0,825.0,26.0,15.0,22.0,19606
moveis_decoracao,47.0,1596.0,1.0,1400.0,65.0,15.0,15.0,19607
esporte_lazer,53.0,322.0,5.0,1000.0,20.0,15.0,15.0,19608
perfumaria,40.0,994.0,1.0,600.0,20.0,20.0,20.0,19609
telefonia,49.0,286.0,3.0,100.0,16.0,3.0,11.0,19610
beleza_saude,55.0,963.0,1.0,610.0,18.0,9.0,17.0,19611
telefonia,53.0,359.0,2.0,90.0,19.0,3.0,11.0,19612
fashion_bolsas_e_acessorios,45.0,234.0,3.0,200.0,20.0,20.0,25.0,19613
cool_stuff,55.0,1050.0,1.0,1850.0,42.0,25.0,15.0,19614
moveis_decoracao,34.0,259.0,1.0,5950.0,40.0,30.0,40.0,19615
cool_stuff,18.0,140.0,2.0,800.0,19.0,11.0,12.0,19616
informatica_acessorios,44.0,800.0,1.0,1100.0,31.0,12.0,11.0,19617
bebidas,41.0,2035.0,1.0,322.0,18.0,22.0,13.0,19618
relogios_presentes,56.0,679.0,2.0,600.0,16.0,11.0,11.0,19619
beleza_saude,25.0,447.0,1.0,30000.0,58.0,55.0,44.0,19620
,,,,8750.0,36.0,27.0,54.0,19621
construcao_ferramentas_construcao,41.0,654.0,3.0,2900.0,43.0,14.0,17.0,19622
cama_mesa_banho,56.0,704.0,1.0,600.0,30.0,10.0,25.0,19623
beleza_saude,31.0,386.0,1.0,50.0,20.0,10.0,15.0,19624
informatica_acessorios,52.0,534.0,1.0,120.0,31.0,10.0,15.0,19625
telefonia,58.0,1303.0,1.0,105.0,19.0,5.0,13.0,19626
beleza_saude,44.0,937.0,1.0,350.0,19.0,12.0,13.0,19627
telefonia,34.0,198.0,3.0,100.0,16.0,14.0,15.0,19628
fashion_bolsas_e_acessorios,51.0,529.0,2.0,300.0,35.0,8.0,35.0,19629
alimentos_bebidas,25.0,360.0,1.0,50.0,16.0,3.0,11.0,19630
esporte_lazer,35.0,363.0,2.0,1200.0,20.0,12.0,12.0,19631
ferramentas_jardim,37.0,2768.0,9.0,12500.0,30.0,30.0,25.0,19632
beleza_saude,56.0,1546.0,1.0,2300.0,23.0,23.0,33.0,19633
automotivo,52.0,313.0,1.0,5200.0,41.0,19.0,41.0,19634
beleza_saude,54.0,573.0,1.0,1000.0,60.0,16.0,11.0,19635
construcao_ferramentas_iluminacao,49.0,522.0,4.0,150.0,20.0,10.0,20.0,19636
brinquedos,26.0,581.0,3.0,700.0,16.0,34.0,34.0,19637
beleza_saude,38.0,2077.0,1.0,1128.0,20.0,15.0,17.0,19638
eletroportateis,44.0,662.0,1.0,300.0,35.0,10.0,20.0,19639
papelaria,43.0,152.0,2.0,1700.0,35.0,45.0,16.0,19640
cama_mesa_banho,53.0,497.0,2.0,6700.0,50.0,20.0,40.0,19641
esporte_lazer,46.0,515.0,1.0,600.0,28.0,25.0,25.0,19642
consoles_games,23.0,803.0,1.0,100.0,17.0,18.0,15.0,19643
cool_stuff,50.0,1605.0,5.0,1850.0,29.0,12.0,56.0,19644
beleza_saude,45.0,1884.0,1.0,1283.0,30.0,16.0,22.0,19645
esporte_lazer,42.0,783.0,1.0,2700.0,30.0,26.0,21.0,19646
moveis_decoracao,50.0,397.0,3.0,200.0,21.0,16.0,21.0,19647
eletronicos,60.0,2429.0,1.0,10800.0,100.0,20.0,70.0,19648
cama_mesa_banho,55.0,161.0,1.0,1300.0,46.0,7.0,51.0,19649
construcao_ferramentas_construcao,55.0,337.0,1.0,2050.0,21.0,8.0,21.0,19650
cama_mesa_banho,43.0,962.0,2.0,600.0,30.0,10.0,20.0,19651
moveis_decoracao,49.0,1947.0,3.0,6400.0,90.0,4.0,55.0,19652
automotivo,25.0,1268.0,2.0,200.0,30.0,30.0,30.0,19653
moveis_decoracao,63.0,629.0,2.0,1700.0,38.0,7.0,28.0,19654
informatica_acessorios,60.0,1236.0,1.0,350.0,20.0,20.0,20.0,19655
automotivo,39.0,331.0,1.0,9950.0,40.0,20.0,30.0,19656
relogios_presentes,50.0,1034.0,1.0,300.0,18.0,13.0,16.0,19657
casa_construcao,53.0,646.0,1.0,6500.0,30.0,35.0,30.0,19658
beleza_saude,46.0,944.0,1.0,4300.0,16.0,16.0,16.0,19659
utilidades_domesticas,35.0,212.0,3.0,700.0,16.0,14.0,14.0,19660
perfumaria,25.0,507.0,1.0,250.0,16.0,16.0,16.0,19661
fashion_roupa_masculina,28.0,572.0,2.0,800.0,45.0,10.0,35.0,19662
malas_acessorios,43.0,399.0,5.0,1450.0,32.0,52.0,19.0,19663
esporte_lazer,59.0,2312.0,1.0,12250.0,25.0,30.0,15.0,19664
utilidades_domesticas,55.0,655.0,2.0,950.0,41.0,7.0,22.0,19665
cama_mesa_banho,56.0,184.0,2.0,600.0,60.0,8.0,50.0,19666
cama_mesa_banho,59.0,123.0,2.0,350.0,50.0,8.0,34.0,19667
fashion_bolsas_e_acessorios,34.0,98.0,5.0,150.0,16.0,9.0,11.0,19668
brinquedos,37.0,746.0,2.0,500.0,25.0,25.0,15.0,19669
papelaria,48.0,937.0,8.0,950.0,16.0,10.0,50.0,19670
cama_mesa_banho,60.0,123.0,2.0,500.0,70.0,8.0,40.0,19671
automotivo,51.0,670.0,3.0,6500.0,20.0,20.0,20.0,19672
esporte_lazer,48.0,1936.0,2.0,200.0,17.0,11.0,15.0,19673
bebes,60.0,1299.0,1.0,10745.0,47.0,58.0,43.0,19674
beleza_saude,57.0,1123.0,1.0,500.0,26.0,6.0,21.0,19675
informatica_acessorios,58.0,2426.0,4.0,175.0,16.0,2.0,11.0,19676
cama_mesa_banho,54.0,123.0,2.0,300.0,50.0,8.0,34.0,19677
relogios_presentes,60.0,630.0,2.0,333.0,16.0,12.0,13.0,19678
instrumentos_musicais,50.0,1051.0,4.0,500.0,40.0,8.0,23.0,19679
cama_mesa_banho,47.0,635.0,1.0,800.0,16.0,10.0,16.0,19680
moveis_decoracao,60.0,639.0,2.0,1500.0,38.0,7.0,28.0,19681
utilidades_domesticas,56.0,341.0,1.0,200.0,30.0,40.0,30.0,19682
ferramentas_jardim,57.0,2130.0,3.0,12700.0,46.0,40.0,46.0,19683
audio,58.0,1138.0,3.0,200.0,16.0,3.0,14.0,19684
bebes,19.0,1245.0,4.0,1000.0,25.0,10.0,30.0,19685
beleza_saude,46.0,1861.0,1.0,1050.0,16.0,25.0,13.0,19686
beleza_saude,46.0,1682.0,1.0,700.0,21.0,14.0,11.0,19687
casa_construcao,50.0,894.0,1.0,866.0,21.0,18.0,21.0,19688
beleza_saude,58.0,651.0,1.0,150.0,23.0,7.0,12.0,19689
automotivo,58.0,651.0,5.0,4200.0,78.0,4.0,47.0,19690
fashion_bolsas_e_acessorios,29.0,547.0,4.0,200.0,16.0,12.0,16.0,19691
automotivo,60.0,1819.0,5.0,600.0,66.0,10.0,11.0,19692
automotivo,56.0,695.0,6.0,6025.0,56.0,11.0,32.0,19693
papelaria,49.0,251.0,3.0,1500.0,60.0,20.0,29.0,19694
,,,,1100.0,17.0,25.0,17.0,19695
beleza_saude,38.0,85.0,1.0,1275.0,18.0,19.0,15.0,19696
pet_shop,54.0,459.0,1.0,9200.0,37.0,30.0,39.0,19697
brinquedos,26.0,3376.0,2.0,300.0,18.0,18.0,18.0,19698
cool_stuff,33.0,658.0,1.0,1400.0,42.0,25.0,15.0,19699
fashion_bolsas_e_acessorios,44.0,574.0,2.0,100.0,16.0,16.0,16.0,19700
utilidades_domesticas,48.0,605.0,1.0,1050.0,25.0,25.0,35.0,19701
climatizacao,53.0,204.0,1.0,4975.0,45.0,51.0,35.0,19702
esporte_lazer,47.0,496.0,3.0,400.0,30.0,15.0,15.0,19703
fashion_calcados,54.0,404.0,4.0,900.0,35.0,12.0,20.0,19704
informatica_acessorios,46.0,383.0,1.0,840.0,25.0,18.0,17.0,19705
beleza_saude,40.0,735.0,1.0,150.0,16.0,2.0,11.0,19706
construcao_ferramentas_construcao,59.0,671.0,1.0,100.0,20.0,3.0,20.0,19707
cama_mesa_banho,47.0,345.0,1.0,550.0,40.0,21.0,20.0,19708
construcao_ferramentas_construcao,49.0,811.0,3.0,2530.0,19.0,17.0,17.0,19709
moveis_decoracao,37.0,357.0,1.0,650.0,33.0,33.0,11.0,19710
automotivo,60.0,703.0,6.0,7700.0,56.0,11.0,32.0,19711
cama_mesa_banho,54.0,220.0,1.0,13000.0,50.0,20.0,50.0,19712
perfumaria,46.0,313.0,1.0,1100.0,16.0,20.0,16.0,19713
casa_conforto,49.0,566.0,2.0,1075.0,30.0,30.0,14.0,19714
beleza_saude,56.0,537.0,5.0,300.0,16.0,25.0,15.0,19715
,,,,2000.0,33.0,8.0,23.0,19716
perfumaria,44.0,828.0,4.0,1000.0,20.0,20.0,20.0,19717
relogios_presentes,59.0,550.0,2.0,900.0,30.0,10.0,30.0,19718
utilidades_domesticas,41.0,325.0,1.0,1950.0,43.0,10.0,33.0,19719
beleza_saude,36.0,498.0,1.0,450.0,16.0,30.0,11.0,19720
instrumentos_musicais,14.0,422.0,3.0,25000.0,70.0,75.0,36.0,19721
bebes,35.0,290.0,1.0,345.0,31.0,8.0,12.0,19722
utilidades_domesticas,57.0,991.0,6.0,5050.0,36.0,33.0,26.0,19723
construcao_ferramentas_construcao,51.0,782.0,2.0,350.0,16.0,9.0,12.0,19724
utilidades_domesticas,38.0,1236.0,1.0,1350.0,40.0,19.0,24.0,19725
casa_conforto,60.0,249.0,3.0,7100.0,50.0,30.0,40.0,19726
construcao_ferramentas_seguranca,40.0,99.0,3.0,500.0,29.0,18.0,28.0,19727
papelaria,43.0,483.0,2.0,600.0,45.0,2.0,35.0,19728
moveis_decoracao,59.0,376.0,1.0,9600.0,55.0,17.0,45.0,19729
moveis_escritorio,42.0,2115.0,1.0,10850.0,58.0,20.0,56.0,19730
malas_acessorios,51.0,445.0,1.0,1350.0,32.0,10.0,45.0,19731
papelaria,30.0,548.0,2.0,500.0,16.0,10.0,25.0,19732
telefonia,49.0,1440.0,2.0,100.0,18.0,6.0,11.0,19733
perfumaria,45.0,854.0,1.0,400.0,23.0,10.0,20.0,19734
cama_mesa_banho,42.0,702.0,1.0,840.0,22.0,15.0,22.0,19735
utilidades_domesticas,47.0,469.0,1.0,1100.0,17.0,39.0,32.0,19736
construcao_ferramentas_construcao,54.0,657.0,1.0,3800.0,27.0,7.0,27.0,19737
cama_mesa_banho,58.0,614.0,1.0,5900.0,30.0,30.0,39.0,19738
,,,,500.0,19.0,7.0,11.0,19739
agro_industria_e_comercio,48.0,948.0,1.0,6820.0,54.0,54.0,35.0,19740
,,,,25000.0,52.0,78.0,36.0,19741
construcao_ferramentas_construcao,54.0,338.0,1.0,2750.0,23.0,8.0,23.0,19742
casa_construcao,46.0,126.0,2.0,1500.0,35.0,20.0,20.0,19743
relogios_presentes,59.0,261.0,2.0,250.0,16.0,2.0,20.0,19744
ferramentas_jardim,56.0,274.0,1.0,1200.0,30.0,30.0,30.0,19745
cama_mesa_banho,56.0,207.0,1.0,700.0,50.0,11.0,40.0,19746
papelaria,56.0,212.0,1.0,250.0,18.0,6.0,11.0,19747
esporte_lazer,32.0,1797.0,1.0,150.0,16.0,16.0,11.0,19748
relogios_presentes,60.0,416.0,2.0,3200.0,16.0,2.0,11.0,19749
esporte_lazer,57.0,3726.0,1.0,1400.0,20.0,30.0,30.0,19750
relogios_presentes,41.0,352.0,1.0,650.0,16.0,11.0,11.0,19751
relogios_presentes,56.0,712.0,1.0,500.0,21.0,14.0,14.0,19752
perfumaria,50.0,855.0,1.0,213.0,16.0,12.0,11.0,19753
moveis_decoracao,29.0,451.0,1.0,30000.0,50.0,50.0,50.0,19754
cama_mesa_banho,46.0,128.0,1.0,250.0,40.0,4.0,30.0,19755
eletronicos,39.0,392.0,1.0,100.0,25.0,7.0,16.0,19756
utilidades_domesticas,59.0,682.0,2.0,900.0,16.0,33.0,14.0,19757
cool_stuff,55.0,132.0,1.0,5600.0,25.0,37.0,36.0,19758
construcao_ferramentas_construcao,31.0,2002.0,1.0,750.0,16.0,12.0,11.0,19759
automotivo,60.0,498.0,1.0,250.0,16.0,9.0,16.0,19760
moveis_sala,60.0,650.0,1.0,400.0,32.0,29.0,15.0,19761
cama_mesa_banho,44.0,171.0,1.0,1200.0,45.0,10.0,15.0,19762
cama_mesa_banho,45.0,475.0,2.0,1940.0,48.0,8.0,39.0,19763
beleza_saude,56.0,931.0,1.0,375.0,19.0,14.0,12.0,19764
informatica_acessorios,51.0,264.0,1.0,125.0,20.0,14.0,15.0,19765
esporte_lazer,46.0,352.0,3.0,750.0,30.0,25.0,25.0,19766
malas_acessorios,46.0,289.0,1.0,16050.0,60.0,40.0,40.0,19767
beleza_saude,63.0,855.0,1.0,600.0,16.0,16.0,15.0,19768
cama_mesa_banho,59.0,58.0,1.0,400.0,20.0,2.0,15.0,19769
telefonia,53.0,679.0,3.0,150.0,17.0,8.0,11.0,19770
cama_mesa_banho,52.0,362.0,1.0,400.0,25.0,15.0,25.0,19771
construcao_ferramentas_construcao,59.0,906.0,2.0,500.0,30.0,30.0,30.0,19772
perfumaria,44.0,334.0,1.0,200.0,16.0,16.0,13.0,19773
eletrodomesticos,59.0,138.0,1.0,200.0,27.0,13.0,17.0,19774
esporte_lazer,46.0,186.0,1.0,3900.0,20.0,78.0,55.0,19775
brinquedos,59.0,1629.0,3.0,5250.0,51.0,15.0,52.0,19776
beleza_saude,52.0,1222.0,2.0,838.0,28.0,14.0,21.0,19777
casa_construcao,28.0,638.0,4.0,500.0,17.0,27.0,17.0,19778
moveis_decoracao,43.0,328.0,7.0,4150.0,36.0,36.0,36.0,19779
esporte_lazer,40.0,851.0,1.0,450.0,20.0,20.0,20.0,19780
cool_stuff,33.0,908.0,1.0,1000.0,42.0,25.0,15.0,19781
automotivo,60.0,713.0,6.0,4075.0,53.0,5.0,56.0,19782
moveis_decoracao,57.0,2064.0,4.0,5700.0,85.0,10.0,40.0,19783
esporte_lazer,53.0,1232.0,2.0,28450.0,105.0,65.0,25.0,19784
relogios_presentes,47.0,580.0,2.0,400.0,21.0,14.0,14.0,19785
telefonia,38.0,2276.0,5.0,400.0,18.0,13.0,18.0,19786
bebes,24.0,371.0,1.0,500.0,28.0,10.0,25.0,19787
automotivo,45.0,144.0,3.0,350.0,19.0,19.0,14.0,19788
livros_interesse_geral,23.0,727.0,1.0,1000.0,11.0,15.0,20.0,19789
utilidades_domesticas,40.0,335.0,2.0,2150.0,41.0,20.0,27.0,19790
utilidades_domesticas,51.0,998.0,1.0,1300.0,22.0,36.0,22.0,19791
utilidades_domesticas,31.0,536.0,1.0,775.0,44.0,3.0,34.0,19792
automotivo,60.0,179.0,2.0,150.0,25.0,5.0,20.0,19793
moveis_decoracao,54.0,43.0,1.0,1250.0,20.0,12.0,12.0,19794
perfumaria,56.0,703.0,4.0,650.0,43.0,16.0,27.0,19795
utilidades_domesticas,58.0,1481.0,3.0,400.0,36.0,2.0,46.0,19796
cama_mesa_banho,60.0,554.0,2.0,567.0,53.0,4.0,40.0,19797
cool_stuff,49.0,223.0,1.0,400.0,30.0,30.0,40.0,19798
automotivo,33.0,303.0,3.0,950.0,37.0,29.0,28.0,19799
bebes,60.0,1078.0,4.0,575.0,16.0,18.0,17.0,19800
brinquedos,57.0,147.0,8.0,900.0,30.0,25.0,20.0,19801
informatica_acessorios,52.0,1009.0,1.0,250.0,16.0,15.0,14.0,19802
brinquedos,42.0,762.0,2.0,3890.0,36.0,28.0,36.0,19803
cama_mesa_banho,56.0,123.0,2.0,350.0,70.0,8.0,60.0,19804
fashion_bolsas_e_acessorios,46.0,691.0,1.0,100.0,17.0,7.0,12.0,19805
utilidades_domesticas,56.0,1645.0,4.0,375.0,18.0,9.0,12.0,19806
instrumentos_musicais,54.0,1012.0,2.0,1925.0,21.0,18.0,15.0,19807
cama_mesa_banho,59.0,477.0,1.0,250.0,16.0,10.0,16.0,19808
esporte_lazer,59.0,837.0,3.0,250.0,16.0,10.0,11.0,19809
casa_construcao,55.0,1647.0,1.0,1850.0,28.0,35.0,15.0,19810
beleza_saude,39.0,1083.0,1.0,100.0,16.0,16.0,16.0,19811
fashion_bolsas_e_acessorios,39.0,247.0,5.0,50.0,16.0,6.0,11.0,19812
utilidades_domesticas,54.0,417.0,2.0,8650.0,80.0,15.0,33.0,19813
consoles_games,56.0,237.0,3.0,100.0,16.0,12.0,12.0,19814
livros_tecnicos,63.0,1269.0,1.0,400.0,33.0,6.0,22.0,19815
beleza_saude,55.0,931.0,1.0,3598.0,41.0,18.0,51.0,19816
cama_mesa_banho,41.0,451.0,1.0,200.0,16.0,12.0,11.0,19817
relogios_presentes,53.0,1344.0,1.0,600.0,18.0,12.0,13.0,19818
moveis_decoracao,52.0,1348.0,6.0,1175.0,34.0,20.0,22.0,19819
papelaria,57.0,1470.0,3.0,700.0,20.0,50.0,40.0,19820
malas_acessorios,54.0,929.0,2.0,4000.0,35.0,20.0,50.0,19821
moveis_decoracao,49.0,600.0,2.0,1200.0,65.0,12.0,12.0,19822
telefonia,47.0,382.0,11.0,100.0,16.0,3.0,11.0,19823
moveis_escritorio,49.0,2268.0,1.0,10850.0,58.0,20.0,58.0,19824
cama_mesa_banho,38.0,273.0,1.0,500.0,20.0,20.0,20.0,19825
brinquedos,49.0,403.0,4.0,6800.0,20.0,25.0,16.0,19826
moveis_decoracao,59.0,438.0,1.0,400.0,20.0,5.0,11.0,19827
automotivo,54.0,553.0,2.0,250.0,30.0,30.0,30.0,19828
bebes,26.0,446.0,1.0,350.0,27.0,35.0,32.0,19829
beleza_saude,17.0,341.0,1.0,255.0,17.0,13.0,15.0,19830
informatica_acessorios,60.0,171.0,1.0,350.0,16.0,8.0,11.0,19831
sinalizacao_e_seguranca,54.0,908.0,1.0,3000.0,30.0,30.0,30.0,19832
automotivo,60.0,455.0,2.0,100.0,22.0,22.0,16.0,19833
moveis_decoracao,39.0,867.0,2.0,11600.0,65.0,40.0,40.0,19834
esporte_lazer,64.0,640.0,2.0,30000.0,42.0,105.0,47.0,19835
informatica_acessorios,60.0,537.0,1.0,800.0,30.0,16.0,16.0,19836
relogios_presentes,40.0,266.0,1.0,200.0,18.0,14.0,17.0,19837
bebes,26.0,1594.0,6.0,450.0,26.0,7.0,22.0,19838
papelaria,59.0,316.0,2.0,5900.0,38.0,35.0,28.0,19839
beleza_saude,33.0,198.0,1.0,67.0,17.0,15.0,14.0,19840
fashion_bolsas_e_acessorios,56.0,442.0,4.0,200.0,16.0,9.0,11.0,19841
